Sa04_184_BF11_BR22,Sa04_184_BF11_BR20,Sa04_214_BR24_BF13,Sa05_5_BF11_BR11,Sa05_35_BR13_BF13,Sa05_65_BF2B_BR2B,Sa05_95_BR22_BF21,Sa05_125_BF2B_BR10,Sa05_155_BR13_BF21,Order,Family,Genus,Species
465,226,261,17135,19985,2188,3700,5108,5697,Diptera,Simuliidae,Simulium ornatum,Simulium intermedium
466,0,0,4,3,0,0,0,0,Diptera,Simuliidae,Simulium ornatum,Simulium trifasciatum
467,6,7,410,425,79,102,236,169,Diptera,Simuliidae,Simulium ornatum,Simulium trifasciatum
468,14,17,763,1027,139,218,231,406,Diptera,Simuliidae,Simulium ornatum,Simulium intermedium
469,0,2,6,0,5,0,4,0,Diptera,Simuliidae,Simulium ornatum,Simulium trifasciatum
470,0,0,6369,10945,548,1108,1948,3514,Diptera,Simuliidae,Simulium equinum,Simulium duolongum
471,0,0,551,294,3,6,8,10,Diptera,Simuliidae,Simulium ornatum,Simulium trifasciatum
472,0,0,4,3,14,9,19,28,Diptera,Simuliidae,Simulium ornatum,Simulium intermedium
473,0,0,207,782,133,188,351,467,Diptera,Simuliidae,Simulium equinum,Simulium latipes
474,0,0,1,1,0,0,1,2,Diptera,Simuliidae,Simulium ornatum,Simulium intermedium
475,0,0,243,537,1420,3529,4870,9556,Diptera,Simuliidae,Simulium equinum,Simulium siamense
476,5,0,0,0,2,0,0,0,Plecoptera,Chloroperlidae,Siphonoperla burmeisteri,Siphonoperla burmeisteri
477,0,0,0,0,3275,2115,5,19,Veneroida,Sphaeriidae,Sphaerium nucleus,Sphaerium nucleus
478,16,18,13274,14727,11046,6800,49450,49657,Plecoptera,Taeniopterygidae,Taeniopteryx nebulosa,Gymnometriocnemus brumalis
479,0,0,1491,1547,1508,719,7764,4530,Plecoptera,Taeniopterygidae,Taeniopteryx nebulosa,Leucophenga spilossoma
480,0,0,415,453,395,344,3716,1985,Plecoptera,Taeniopterygidae,Taeniopteryx nebulosa,Rachispoda sp. BOLD:AAG7290
481,3,0,284,0,0,0,2,0,Diptera,Tipulidae,Tipula sp. larvae,Tipulidae sp. BOLD-2016
482,0,0,1,0,0,0,0,0,Diptera,Tipulidae,Tipula,Tipulidae sp. BOLD-2016
483,0,0,13,0,0,36,144,0,Odonata,Calopterygidae,Calopteryx virgo,Calopteryx japonica
484,0,0,52,144,91895,149600,27,30,NA,NA,NA,Erpobdella octoculata
485,0,0,620,4951,9158,11122,875,11923,NA,NA,NA,Takobia cf. mutica SC-2016
486,63,111,24,0,0,2,62,6,Trichoptera,Leptoceridae,Limnephilus rhombicus,Limnephilus rhombicus
487,0,0,0,0,0,0,0,0,NA,NA,NA,Succinea sp. DSG-2013
488,144,0,0,0,0,0,0,0,NA,NA,NA,Erpobdella octoculata
489,0,0,0,0,0,0,1,0,Lepidoptera,Tortricidae,Epinotia immundana,Epinotia immundana
490,48169,50510,0,0,0,121,0,0,Lepidoptera,Crambidae,Nymphula nitidulata,Nymphula nitidulata
491,35,0,0,0,0,0,0,0,Trichoptera,Leptoceridae,Limnephilus fuscicornis,Limnephilus fuscicornis
492,7,0,0,0,0,1,0,0,NA,NA,NA,Erpobdella octoculata
493,2368,1905,289,369,20,16,344,71,NA,NA,NA,Asellus kosswigi
494,760,444,428,37,5,2,166,716,NA,NA,NA,Asellus aquaticus
495,0,0,0,0,0,1,2,0,Ephemeroptera,Ameletidae,Ameletus inopinatus,Nigrobaetis digitatus
496,0,0,0,0,0,0,0,0,NA,NA,NA,Nematoda sp. BOLD:ACQ7324
497,0,0,0,0,59,0,0,2,Plecoptera,Nemouridae,Protonemura meyeri,Protonemura meyeri
498,2107,2176,0,0,4,9,0,0,Isopoda,Asellidae,Asellus aquaticus,Asellus aquaticus
499,3093,3476,0,0,0,103,0,0,Trichoptera,Phryganeidae,Phryganea bipunctata,Phryganea bipunctata
500,53,23,0,1,358,354,4,13,NA,NA,NA,Rickettsia endosymbiont of Macrolophus sp.
501,0,0,2,0,10,0,0,0,Trichoptera,Hydroptilidae,Agraylea sexmaculata,Oxyethira frici
502,1957,4676,0,0,0,1,0,0,NA,NA,NA,Asellus aquaticus
503,6,1,0,3,56,89,22,28,NA,NA,NA,Vollenhovia emeryi
504,0,0,0,0,0,0,13,0,NA,NA,NA,Calopteryx japonica
505,0,0,0,0,27,0,0,0,NA,NA,NA,Hymenoptera sp. ASAHY857-14
506,0,1,0,0,0,0,0,0,Scorpaeniformes,Cottidae,Cottus gobio,Cottus rhenanus
507,0,0,0,0,0,0,0,22,NA,NA,NA,Diura bicaudata
508,721,737,1,26,0,0,0,0,NA,NA,NA,Asellus aquaticus
509,1,0,0,0,0,0,0,0,Pythiales,Pythiaceae,Pythium flevoense,Pythium flevoense
510,1,0,0,0,0,0,0,0,Odonata,Corduliidae,Somatochlora alpestris,Macromia illinoiensis
511,0,0,5,0,18751,16210,1,1,NA,NA,NA,Cecidomyiidae sp. BOLD-2016
512,0,0,29,0,0,0,0,7,Batrachospermales,Batrachospermaceae,Batrachospermum sp. 1GWS,Sheathia arcuata
513,0,0,0,0,7,0,0,3,NA,NA,NA,Rhyacodrilus okamikae
514,0,0,3,0,0,0,3,0,NA,NA,NA,Calopteryx japonica
515,0,0,0,0,0,0,6,0,NA,NA,NA,Calopteryx japonica
516,1,0,0,0,6,0,0,0,NA,NA,NA,Isoperla obscura
517,0,0,0,0,0,0,0,0,Saprolegniales,Leptolegniaceae,Leptolegnia caudata,Leptolegnia caudata
518,0,0,6,0,0,0,0,0,Trichoptera,Hydroptilidae,Ithytrichia clavata,Ithytrichia clavata
519,2,0,0,0,0,0,0,0,Plecoptera,Capniidae,Capnia atra,Capnia atra
520,0,0,0,0,0,0,0,0,Trichoptera,Leptoceridae,Limnephilus extricatus,Limnephilus extricatus sibiricus
521,0,0,0,1,1,1,0,0,NA,NA,NA,Candidatus Caedibacter acanthamoebae
522,0,0,0,0,16,0,0,0,NA,NA,NA,Sperchon sp. SP1
523,0,0,838,809,213,135,459,539,NA,NA,NA,zooplankton environmental sample
524,0,0,0,0,21,0,0,0,NA,NA,NA,Lebertia sp. 0961A
525,0,0,0,0,0,2,5,0,NA,NA,NA,Calopteryx japonica
526,0,0,0,0,0,0,0,4,Trombidiformes,Lebertiidae,NA,Arthropoda environmental sample
527,0,0,1474,1405,0,0,2270,2697,NA,NA,NA,Limnius volckmari
528,310,688,67,172,420,286,130,93,NA,NA,NA,Oulimnius bertrandi
529,0,0,0,0,0,0,1,0,NA,NA,NA,Calopteryx japonica
530,199,210,0,0,1,0,0,0,Isopoda,Asellidae,Asellus aquaticus,Asellus aquaticus
531,0,0,0,0,0,0,0,0,NA,NA,NA,Arthropoda environmental sample
532,0,0,0,0,0,0,4,0,NA,NA,NA,Calopteryx japonica
533,0,0,0,0,0,0,0,0,NA,NA,NA,Lebertia sp. BOLD:ABW2690
534,0,0,1,0,0,0,0,0,NA,NA,NA,Paralemanea annulata
535,0,0,0,0,0,0,1,0,NA,NA,NA,Calopteryx japonica
536,0,0,0,0,0,0,7,0,NA,NA,NA,Hygrobates nigromaculatus
537,0,0,0,0,0,1,0,0,NA,NA,NA,Coprinopsis cinerea okayama7#130
538,0,0,0,0,0,0,0,0,Trombidiformes,Hydrodromidae,Hydrodroma torrenticola,Hydrodroma torrenticola
539,0,0,0,0,0,0,0,0,NA,NA,NA,Leuctra hippopus
540,0,0,0,0,0,0,0,0,Plecoptera,Perlodidae,Diura nanseni,Diura bicaudata
541,7,15,1,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
542,0,0,154,68,1,40,24,32,NA,NA,NA,Gomphonema parvulum
543,0,0,0,0,3,0,0,0,NA,NA,NA,Hygrobates sp. SS-2012
544,0,0,0,0,0,0,0,0,Hemiptera,Corixidae,Micronecta griseola,Micronecta griseola
545,0,0,0,0,0,0,0,0,Trombidiformes,Hygrobatidae,Hygrobates fluviatilis,Hygrobates fluviatilis
546,0,0,1,0,0,0,1,0,Trombidiformes,Sperchontidae,NA,Trombidiformes sp. BOLD:ACI5270
547,52,6,0,0,0,0,0,0,NA,NA,NA,Meghimatium sp. CLT-2009
548,0,1,28,326,0,0,0,0,NA,NA,NA,Oulimnius bertrandi
549,17,8,0,0,1,1,0,0,NA,NA,NA,Serpulidae sp. BOLD:AAG0874
550,0,0,0,0,260,264,242,1316,NA,NA,NA,Confluentimicrobium sp. EMB200-NS6
551,0,0,0,0,0,0,0,0,NA,NA,NA,Cuphodes sp. 3 ex Rhamnella fraguloides
552,0,2,0,0,0,1,0,0,Anthoathecata,Hydridae,Hydra oligactis,Hydra oligactis
553,1,0,0,0,0,1,0,2,NA,NA,NA,Pseudo-nitzschia brasiliana
554,0,0,0,0,0,0,1,0,NA,NA,NA,Calopteryx japonica
555,0,1,0,0,0,0,0,115,Trichoptera,Leptoceridae,Limnephilus rhombicus,Limnephilus rhombicus
556,0,0,0,0,10,0,0,0,NA,NA,NA,Hygrobates nigromaculatus
557,0,0,0,0,1076,1148,0,1,NA,NA,NA,Hymenoptera sp. ASAHY857-14
558,0,0,0,0,0,0,0,0,NA,NA,NA,Pectinatella magnifica
559,7,3,0,0,0,0,0,0,NA,NA,NA,Zerconidae sp. BOLD:ACK8449
560,0,0,0,0,0,0,1,0,NA,NA,NA,Calopteryx japonica
561,0,0,0,0,0,0,0,0,NA,NA,NA,Achlya sparrowii
562,0,0,0,0,0,0,0,0,Plecoptera,Perlodidae,Diura nanseni,Diura bicaudata
563,0,0,0,0,0,0,0,0,Trichoptera,Goeridae,Goera pilosa,Goera pilosa
564,0,0,0,0,0,0,1,0,NA,NA,NA,Calopteryx japonica
565,0,0,0,0,0,1,2,0,NA,NA,NA,Calopteryx japonica
566,0,0,0,0,0,0,0,0,NA,NA,NA,Mycetophilinae sp. BOLD-2016
567,2,1,0,0,0,0,0,0,NA,NA,NA,Sirodotia suecica
568,0,0,1,0,0,0,0,0,NA,NA,NA,Serratella setigera
569,33,221,0,246,173,184,0,218,NA,NA,NA,Oulimnius bertrandi
570,0,0,0,0,0,0,0,0,NA,NA,NA,Madurella mycetomatis
571,0,0,0,0,0,0,0,0,NA,NA,NA,Lepidotarsa nicetes
572,0,0,5,1,0,0,0,0,NA,NA,NA,Bdelloidea environmental sample
573,0,0,0,0,0,0,0,0,NA,NA,NA,Candidatus Caedibacter acanthamoebae
574,0,0,0,0,0,0,0,0,NA,NA,NA,Leuctra hippopus
575,0,10,0,0,0,0,0,0,Diplostraca,Chydoridae,Acroperus harpae,Acroperus sp. 2 NA
576,318,277,0,0,0,2,0,0,Trombidiformes,Lebertiidae,Lebertia inaequalis,Lebertia sp. JA-2011
577,0,0,0,0,70,49,0,0,NA,NA,NA,Protula pacifica
578,0,0,0,0,0,0,1,0,NA,NA,NA,Olpidiopsis feldmanni
579,0,0,0,0,0,0,0,0,NA,NA,NA,Spirodela polyrhiza
580,0,0,1,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
581,0,0,37,187,221,110,149,76,NA,NA,NA,Trebouxia aggregata
582,68,124,0,0,0,0,0,0,Diplostraca,Daphniidae,Ceriodaphnia cf. quadrangula,Daphnia sp. BOLD:ACW5340
583,0,0,110,41,196,99,43,319,NA,NA,NA,Trebouxia aggregata
584,0,0,0,0,1,0,0,0,NA,NA,NA,Calopteryx japonica
585,0,0,0,0,0,0,0,0,Plumatellida,Plumatellidae,Plumatella fungosa,Hyalinella punctata
586,0,0,0,0,0,0,0,0,NA,NA,NA,Formicidae sp. NZAC 03012775
587,0,0,48,319,14,20,1,10,NA,NA,NA,Trebouxia aggregata
588,0,0,31,308,73,60,193,83,NA,NA,NA,Lecane papuana
589,0,0,0,0,3,0,128,2035,NA,NA,NA,Caulobacter henricii
590,0,0,0,0,0,0,0,0,Hemiptera,Aphididae,Anoecia,Anoecia sp. BOLD-2016
591,0,0,0,3,20,19,4,174,NA,NA,NA,Spherillo sp. shi-1
592,0,0,0,0,0,0,0,0,Acrochaetiales,Acrochaetiaceae,Audouinella sp.,Audouinella hermannii
593,0,0,0,0,0,0,0,0,NA,NA,NA,Orectochilus villosus
594,0,0,17,563,18,5,3,198,NA,NA,NA,Pterosperma cristatum
595,0,0,0,0,0,0,0,0,NA,NA,NA,Protula pacifica
596,0,0,0,0,0,0,0,1,NA,NA,NA,Melosira ambiqua
597,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
598,0,0,0,0,0,0,0,0,NA,NA,NA,Leuctra hippopus
599,0,0,0,0,0,0,0,0,NA,NA,NA,Ephoron shigae
600,0,0,0,0,0,0,0,0,NA,NA,NA,Batrachospermum helminthosum
601,0,0,0,0,0,0,0,0,NA,NA,NA,Trichocerca stylata
602,0,0,0,0,0,0,0,0,Podocopida,Candonidae,Candonopsis kingsleii,Mangalocypria sp. SH-2014
603,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
604,0,0,0,0,0,0,0,0,NA,NA,NA,Orectochilus villosus
605,76,42,0,0,0,0,0,0,NA,NA,NA,Rickettsia rickettsii str. Morgan
606,0,0,0,0,0,0,0,0,NA,NA,NA,Burkholderia sp. Bp7605
607,0,0,0,0,0,0,0,0,Trichoptera,Molannidae,Molannodes tinctus,Molannodes tinctus
608,24,51,0,0,0,0,0,0,Batrachospermales,Batrachospermaceae,Batrachospermum sp. 2GWS,Batrachospermum gelatinosum
609,0,0,0,0,0,0,0,0,NA,NA,NA,Kumanoa capensis
610,0,0,0,0,0,0,0,0,NA,NA,NA,Chydorus sp. HE-286.1
611,0,0,0,0,0,0,0,0,Saprolegniales,Leptolegniaceae,Leptolegnia sp.,Leptolegnia sp. BOLD:AAX5717
612,3,10,0,0,9,0,0,0,NA,NA,NA,Wolbachia endosymbiont of Melanaspis mga
613,0,0,5,0,0,0,0,0,NA,NA,NA,Eunotia sp. EUN392T
614,0,0,0,0,0,0,0,0,Bdelloidea_order_incertae_sedis,Philodinidae,Philodina flaviceps,Philodina flaviceps
615,0,0,0,0,0,0,0,4,NA,NA,NA,Wolbachia endosymbiont of Hymenoptera sp.
616,0,0,40,141,50,44,199,156,NA,NA,NA,Nannochloropsis limnetica
617,0,0,0,0,0,0,0,0,NA,NA,NA,Phaeobacter inhibens DSM 17395
618,0,0,53,0,21,19,0,0,NA,NA,NA,Chlorella sorokiniana
619,0,0,0,0,0,0,0,0,NA,NA,NA,Bougainvillia superciliaris
620,0,0,0,0,0,0,0,0,NA,NA,NA,Pisidium sp. 9D-20117-2H
621,0,0,0,0,0,0,0,0,NA,NA,NA,Formicidae sp. NZAC 03012775
622,149,189,0,0,0,0,0,0,NA,NA,NA,Mucor sp. BM-2009-2
623,0,0,0,0,0,0,0,0,NA,NA,NA,Trebouxia aggregata
624,0,0,0,0,0,45,0,0,NA,NA,NA,Ulnaria acus
625,0,0,0,0,0,0,0,0,NA,NA,NA,Lithodesmium variabile
626,0,0,0,0,0,0,0,0,NA,NA,NA,Habrotrochidae sp. nd
627,0,0,10,2,0,35,0,0,NA,NA,NA,Chlorella sp. MBTD-CMFRI-S026
628,0,0,0,0,0,0,0,0,NA,NA,NA,Collimonas arenae
629,0,0,23,23,98,122,1,19,NA,NA,NA,Lobosphaera incisa
630,0,0,15,0,31,57,0,0,NA,NA,NA,Pterosperma cristatum
631,0,0,0,0,0,0,0,0,NA,NA,NA,Collimonas arenae
632,0,0,0,0,0,0,0,0,NA,NA,NA,Caenis martae
633,0,0,0,0,0,0,0,0,NA,NA,NA,Rickettsia montanensis str. OSU 85-930
634,0,0,0,0,0,0,0,0,NA,NA,NA,Synchaetidae sp. SHDT150702
635,0,0,0,0,26,40,4,7,NA,NA,NA,Wolbachia endosymbiont of Hymenoptera sp.
636,0,0,0,0,0,0,0,0,Dictyotales,Dictyotaceae,Lobophora gibbera,Gonyostomum semen
637,0,0,0,0,0,0,0,0,NA,NA,NA,Asellus aquaticus
638,0,0,0,0,0,0,0,0,Trombidiformes,Torrenticolidae,NA,Torrenticolidae sp. BOLD:ACL8148
639,0,0,0,0,0,0,0,0,NA,NA,NA,Phytophthora infestans T30-4
640,16,0,0,64,0,0,0,0,NA,NA,NA,Insecta sp. SHSY141205
641,0,0,0,0,0,0,0,0,NA,NA,NA,Saprolegnia eccentrica
642,2,0,0,0,0,0,0,0,NA,NA,NA,Plationus patulus macracanthus
643,1,0,0,0,0,0,0,0,NA,NA,NA,Epiophlebia superstes
644,0,0,0,0,0,0,0,0,NA,NA,NA,Trebouxia aggregata
645,0,0,84,270,11,12,87,16,Ploima,Brachionidae,Keratella cochlearis,Keratella cochlearis
646,0,0,0,0,0,0,0,0,NA,NA,NA,Frustulia gondwana
647,0,0,0,0,0,0,0,0,NA,NA,NA,Burmargiolestes melanothorax
648,0,0,0,0,284,118,0,0,NA,NA,NA,Magnetospirillum gryphiswaldense MSR-1 v2
649,191,97,0,0,0,0,0,0,NA,NA,NA,Staphylinidae sp. NZAC 03009137
650,0,0,0,0,0,0,1,0,NA,NA,NA,Nitzschia cf. fonticola 2 RT-2009
651,0,0,12,31,89,110,6,21,NA,NA,NA,Nannochloropsis limnetica
652,0,0,0,0,13,0,0,0,NA,NA,NA,Collimonas arenae
653,0,0,0,0,5,0,0,0,NA,NA,NA,Gordius cf. robustus N280A
654,0,0,0,0,0,0,0,0,NA,NA,NA,Trebouxiophyceae sp. MX-AZ01
655,3,6,0,0,0,0,0,0,NA,NA,NA,Sceptonia sp. BOLD-2016
656,0,0,0,0,0,0,0,0,NA,NA,NA,Euchlanis dilatata
657,0,0,0,0,0,0,0,0,NA,NA,NA,Wolbachia endosymbiont of Leptopilina clavipes
658,0,0,0,0,0,0,0,0,NA,NA,NA,Gomphonema parvulum
659,0,0,0,0,0,0,0,0,NA,NA,NA,Orectochilus villosus
660,0,0,0,0,0,0,0,0,NA,NA,NA,Spherillo sp. shi-1
661,0,0,0,0,3,23,0,0,NA,NA,NA,Candidatus Accumulibacter phosphatis clade IIA str. UW-1
662,0,0,0,0,0,0,0,0,Saprolegniales,Leptolegniaceae,Aphanomyces sp.,Aphanomyces sp. BOLD:AAO9952
663,30,81,0,0,0,1,0,0,Hemiptera,Aphididae,Myzus lythri,Myzus lythri
664,0,0,0,0,0,0,0,0,NA,NA,NA,Orectochilus villosus
665,0,0,0,0,45,143,15,50,NA,NA,NA,Wolbachia endosymbiont of Formicidae sp.
666,0,0,0,0,0,0,0,0,NA,NA,NA,Pythium sp. JN-1a
667,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
668,0,0,0,0,0,0,0,0,NA,NA,NA,Pythium acanthophoron
669,0,0,0,0,0,0,0,0,Trombidiformes,NA,NA,Hydryphantidae sp. BOLD:ACI3293
670,0,0,0,0,0,0,0,0,NA,NA,NA,Limnephilus rhombicus
671,0,0,0,0,0,0,0,0,NA,NA,NA,Wolbachia endosymbiont strain TRS of Brugia malayi
672,0,0,0,0,69,62,0,18,NA,NA,NA,Serpulidae sp. BOLD:AAG0874
673,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
674,18,13,0,0,0,1,0,0,Diplostraca,Daphniidae,Ceriodaphnia cf. quadrangula,Daphnia cephalata
675,0,0,0,0,0,0,0,0,Haplosclerida,Spongillidae,Spongilla lacustris,Spongilla lacustris
676,0,0,0,0,0,0,0,0,NA,NA,NA,Aeolosoma sp. GG-2011
677,0,0,0,0,0,0,0,0,NA,NA,NA,Dictyuchus monosporus
678,0,0,0,0,0,0,0,0,NA,NA,NA,Orectochilus villosus
679,0,0,1,0,0,0,0,0,NA,NA,NA,Fistulifera solaris
680,0,0,0,0,0,0,0,0,NA,NA,NA,Oxyethira tristella
681,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
682,0,0,0,0,0,0,0,0,NA,NA,NA,Vaucheria sessilis
683,0,0,0,0,0,0,0,0,NA,NA,NA,Platyhelminthes sp. BOLD:ACC8695
684,0,0,0,0,3,1,0,0,NA,NA,NA,Collimonas arenae
685,0,0,0,0,0,0,0,0,NA,NA,NA,Pythiopsis terrestris
686,0,0,0,0,0,0,0,0,Diplostraca,Daphniidae,Simocephalus exspinosus,Simocephalus exspinosus
687,0,0,0,0,0,11,0,0,NA,NA,NA,Cryptococcus neoformans var. grubii H99
688,0,0,0,0,0,0,0,0,NA,NA,NA,Methylomonas methanica MC09
689,0,0,0,0,0,0,0,0,NA,NA,NA,Botrydium granulatum var. kolkwitzianum
690,0,0,0,0,0,0,0,0,NA,NA,NA,Polychromophilus sp.
691,0,0,0,0,0,0,0,0,NA,NA,NA,Leohumicola minima
692,0,0,0,0,85,73,0,22,NA,NA,NA,Afipia sp. GAS231
693,0,0,0,0,24,3,0,0,NA,NA,NA,Ralstonia insidiosa
694,0,0,0,0,135,182,0,0,NA,NA,NA,Sphingopyxis alaskensis RB2256
695,0,0,0,0,0,0,0,0,NA,NA,NA,Keratella cochlearis
696,0,0,0,0,86,58,65,1,NA,NA,NA,Trachydiscus minutus
697,0,0,0,0,0,0,0,0,Rhynchobdellida,Glossiphoniidae,Helobdella modesta,Helobdella modesta
698,0,0,0,0,91,65,0,0,NA,NA,NA,Collimonas arenae
699,0,0,0,0,0,0,0,0,Podocopida,Candonidae,Candona candida,Podocopida sp. BOLD:AAH0910
700,0,0,0,0,0,0,0,0,NA,NA,NA,Aporrectodea aff. trapezoides L2
701,0,0,0,0,0,0,0,0,NA,NA,NA,Leohumicola minima
702,0,0,0,0,0,0,0,0,NA,NA,NA,Melosira ambiqua
703,0,0,59,71,0,0,0,0,NA,NA,NA,Mecysmauchenius osorno
704,0,0,0,0,0,0,0,0,NA,NA,NA,Cepaea hortensis
705,0,0,0,0,0,0,0,0,Trichoptera,Leptoceridae,Limnephilus flavicornis,Limnephilus flavicornis
706,0,0,0,0,0,0,0,0,NA,NA,NA,Helobdella stagnalis
707,0,0,1,43,11,1,0,20,NA,NA,NA,Mesorhizobium opportunistum WSM2075
708,0,0,0,0,0,0,0,0,Arhynchobdellida,Erpobdellidae,Dina lineata,Dina lineata
709,0,0,0,0,0,0,0,0,NA,NA,NA,Pythium irregulare
710,0,0,0,0,0,0,0,0,NA,NA,NA,Siphonoperla neglecta
711,0,0,0,0,14,7,83,101,NA,NA,NA,Rhodobacter sphaeroides
712,67,56,0,0,0,0,0,0,NA,NA,NA,Isospora manorinae
713,0,0,0,0,0,0,0,0,NA,NA,NA,Harpalus sp. BOLD:AAC8322
714,0,0,0,0,1,0,0,0,NA,NA,NA,Collimonas arenae
715,0,0,0,0,0,0,0,0,NA,NA,NA,Confluentimicrobium sp. EMB200-NS6
716,0,0,0,0,36,37,0,10,NA,NA,NA,Rhodobacter sphaeroides ATCC 17025
717,1,0,0,0,0,45,7,86,NA,NA,NA,Serpulidae sp. BOLD:AAG0874
718,0,0,0,0,0,0,0,0,Podocopida,Candonidae,Candona candida,Podocopida sp. BOLD:AAH0910
719,0,0,0,0,0,0,0,0,Podocopida,Candonidae,Candona candida,Podocopida sp. BOLD:AAH0910
720,0,1,0,0,13,0,0,1,NA,NA,NA,Serpulidae sp. BOLD:AAG0874
721,0,0,0,0,0,0,0,0,NA,NA,NA,Candidatus Caedibacter acanthamoebae
722,0,0,0,0,0,0,0,0,NA,NA,NA,Peronospora erodii
723,0,0,0,0,0,0,0,0,NA,NA,NA,Protula pacifica
724,0,0,0,0,0,0,0,0,Odonata,Calopterygidae,Calopteryx virgo,Calopteryx japonica
725,0,0,0,0,0,0,0,0,NA,NA,NA,Nocardioides sp. JS614
726,0,0,0,0,0,0,0,0,NA,NA,NA,Serratella setigera
727,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
728,1,0,0,0,0,0,0,0,NA,NA,NA,uncultured fungus
729,0,0,0,0,0,0,0,0,Plecoptera,Chloroperlidae,Siphonoperla taurica,Siphonoperla taurica
730,0,0,0,0,0,0,0,0,NA,NA,NA,Methyloversatilis sp. RAC08
731,0,0,0,0,0,0,0,0,NA,NA,NA,Leifsonia xyli
732,0,0,0,33,50,43,0,17,NA,NA,NA,Nannochloropsis limnetica
733,2,2,0,0,1,0,0,0,Isopoda,Asellidae,Asellus aquaticus,Asellus aquaticus
734,0,0,0,0,11,16,0,50,NA,NA,NA,Confluentimicrobium sp. EMB200-NS6
735,0,0,0,0,1,0,0,0,Plecoptera,Chloroperlidae,Siphonoperla taurica,Siphonoperla taurica
736,0,0,0,0,0,0,5,0,NA,NA,NA,Calopteryx japonica
737,0,0,0,0,1,0,0,0,NA,NA,NA,Protonemura meyeri
738,0,0,0,0,0,0,0,0,NA,NA,NA,Calopteryx japonica
739,6,16,0,0,0,0,0,0,Isopoda,Asellidae,Asellus aquaticus,Asellus aquaticus
740,0,0,1,0,0,0,13,0,NA,NA,NA,Orectochilus villosus
741,0,0,0,0,0,0,1,0,Trichoptera,Leptoceridae,Limnephilus rhombicus,Limnephilus rhombicus
742,2,0,0,4,10,45,0,122,NA,NA,NA,Wolbachia endosymbiont of Anacrusis nephrodes
743,0,0,0,0,0,0,0,0,NA,NA,NA,Wolbachia endosymbiont of Mesochorus Janzen01
744,0,0,0,0,0,0,0,0,NA,NA,NA,Betula alleghaniensis
745,0,0,0,0,0,0,0,0,NA,NA,NA,Prasiola crispa
746,0,0,0,0,0,0,0,2,NA,NA,NA,Limnephilus rhombicus
747,0,0,0,0,0,0,0,0,Plecoptera,Perlodidae,Diura nanseni,Diura bicaudata
748,0,0,0,0,0,0,0,0,Ephemeroptera,Ameletidae,Ameletus inopinatus,Nigrobaetis digitatus
749,0,0,0,0,0,0,0,0,Plecoptera,Chloroperlidae,Siphonoperla taurica,Siphonoperla taurica
750,0,0,0,0,0,0,0,0,NA,NA,NA,Erpobdella octoculata
751,390,505,1153,1156,1603,1369,1060,1613,,,,
